index;client;parrent;client_bin/tin;type;value;del_mark
7016;R02 ASG Trade Almaty (АСГ трейд Алматы);;1,5044E+11;Evernote;evernote:///view/108115222/s588/f3c22fa7-21e2-4a0d-ad85-bef14a439639/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7017;R02 Avalon Stroy Invest (Авалон строй инвест) ;;2,1054E+11;Факт. адрес;Алматы, мкр. Аксай 1, дом № 11/9, офис 273;Нет
7018;R02 Avanti (Аванти, ИП Жетибаева, ИП Сыздыкова);;1,5014E+11;Рабочий телефон;+7 (778) 5193050;Нет
7019;R02 Avanti (Аванти, ИП Жетибаева, ИП Сыздыкова);;1,5014E+11;Факт. адрес;"ТРЦ ""MEGA Silk Way"" проспект Қабанбай батыр, 62";Нет
7020;R02 Avanti (Аванти, ИП Жетибаева, ИП Сыздыкова);;1,5014E+11;Факт. адрес 1;Нур-султан, ТРЦ Keruencity шоссе Қорғалжын, дом № 1;Нет
7021;R02 Avanti (Аванти, ИП Жетибаева, ИП Сыздыкова);;1,5014E+11;Факт. адрес 12;Алматы, ТРЦ Mega Center. Розыбакиева, 263;Нет
7022;R02 Avanti (Аванти, ИП Жетибаева, ИП Сыздыкова);;1,5014E+11;Факт. адрес 13;Алматы, Головной офис ул.Маметовой 76, 1 этаж 103 (въезд с парковки 2й шлагбаум);Нет
7023;R02 Avanti (Аванти, ИП Жетибаева, ИП Сыздыкова);;1,5014E+11;Факт. адрес 14;Шашкина Аль фараби;Нет
7024;R02 Avanti (Аванти, ИП Жетибаева, ИП Сыздыкова);;1,5014E+11;Факт. адрес 15;Нур-Султан ул. Коргалжинское шоссе, дом 1, бутик А22;Нет
7025;R02 Avanti (Аванти, ИП Жетибаева, ИП Сыздыкова);;1,5014E+11;Факт. адрес 16;"Астана ТРЦ ""MEGA Silk Way"" проспект Қабанбай батыр, 62";Нет
7026;R02 Avanti (Аванти, ИП Жетибаева, ИП Сыздыкова);;1,5014E+11;Evernote;evernote:///view/149516922/s588/1e2cb5f1-3c49-4300-9d8a-c82ccb343210/1e2cb5f1-3c49-4300-9d8a-c82ccb343210/be43da11-8531-496f-bde6-d22fa025be39;Нет
7027;R02 Avanti (Аванти, ИП Жетибаева, ИП Сыздыкова);;1,5014E+11;Сайт;http://avanti.kz/;Нет
7028;R02 Axios logistic (аксиос лоджистик);;1,8064E+11;Рабочий телефон;+7 (701) 9590400;Нет
7029;R02 Axios logistic (аксиос лоджистик);;1,8064E+11;Рабочий е-mail;daria_pano@mail.ru;Нет
7030;R02 Axios logistic (аксиос лоджистик);;1,8064E+11;Факт. адрес;Г.Алматы- Майлина 79;Нет
7031;R02 Bargus - Trade (Баргус трейд, Глобар Азия);;50840002132;Рабочий телефон;2336415;Нет
7032;R02 Bargus - Trade (Баргус трейд, Глобар Азия);;50840002132;Факт. адрес;г.Алматы, Новгородская 172/2, офис 601;Нет
7033;R02 Bargus - Trade (Баргус трейд, Глобар Азия);;50840002132;Evernote;evernote:///view/149516922/s588/e83e18ba-cfc1-6ea0-4123-38eed7b59f2b/e83e18ba-cfc1-6ea0-4123-38eed7b59f2b/be43da11-8531-496f-bde6-d22fa025be39;Нет
7034;R02 Basilic ;;;Факт. адрес;г. Алматы, Жандосова 55/10;Нет
7035;R02 Bocharoff ( Бочаров, Antsschool, Антс скул, языковые курсы, daks );;1,4094E+11;Телефон контрагента 4;+7 (727) 3284411;Нет
7036;R02 Bocharoff ( Бочаров, Antsschool, Антс скул, языковые курсы, daks );;1,4094E+11;Телефон контрагента 2;+7 (727) 337 87 95;Нет
7037;R02 Bocharoff ( Бочаров, Antsschool, Антс скул, языковые курсы, daks );;1,4094E+11;Рабочий е-mail;r.bocharov@bocharoff.kz;Нет
7038;R02 Bocharoff ( Бочаров, Antsschool, Антс скул, языковые курсы, daks );;1,4094E+11;Факт. адрес;ул. Муратбаева 23;Нет
7039;R02 Bocharoff ( Бочаров, Antsschool, Антс скул, языковые курсы, daks );;1,4094E+11;Факт. адрес 81;Казыбаева 1;Нет
7040;R02 Bocharoff ( Бочаров, Antsschool, Антс скул, языковые курсы, daks );;1,4094E+11;Evernote;evernote:///view/108115222/s588/46f78b20-5dbe-44c2-b62a-3e83b7f8c3a7/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7041;R02 Bocharoff ( Бочаров, Antsschool, Антс скул, языковые курсы, daks );;1,4094E+11;Сайт;http://antsschool.kz/;Нет
7042;R02 Business Сreative FMA (Креатив фма Business & Resource TV Бизнес ресурс BRTV,БРТВ) каб 311 и бухгалтерия;;61140007449;Рабочий телефон;+7 (727) 2619660;Нет
7043;R02 Business Сreative FMA (Креатив фма Business & Resource TV Бизнес ресурс BRTV,БРТВ) каб 311 и бухгалтерия;;61140007449;Адрес электронной почты контрагента для обмена электронными документами;zhamenke.alia@mail.ru;Нет
7044;R02 Business Сreative FMA (Креатив фма Business & Resource TV Бизнес ресурс BRTV,БРТВ) каб 311 и бухгалтерия;;61140007449;Рабочий е-mail;tronh@list.ru;Нет
7045;R02 Business Сreative FMA (Креатив фма Business & Resource TV Бизнес ресурс BRTV,БРТВ) каб 311 и бухгалтерия;;61140007449;Факт. адрес;мкрн Кок-Тобе ул. Космодемьянская (Нурмагамбетова 101) 2/24. (Район Толе би ВОАД);Нет
7046;R02 Business Сreative FMA (Креатив фма Business & Resource TV Бизнес ресурс BRTV,БРТВ) каб 311 и бухгалтерия;;61140007449;Юр. адрес;050000, Города Республиканского значения: Алматы, ул. Тажибаевой,, дом № 155А, офис 311;Нет
7047;R02 Business Сreative FMA (Креатив фма Business & Resource TV Бизнес ресурс BRTV,БРТВ) каб 311 и бухгалтерия;;61140007449;Evernote;evernote:///view/108115222/s588/6070af02-fd3f-49f6-b67f-09fb13c79716/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7048;R02 Domini (Домини);;1,5064E+11;Телефон контрагента 2;+7 (747) 4982610;Нет
7049;R02 Domini (Домини);;1,5064E+11;Рабочий е-mail;pelykh.alexander@domini.com.kz;Нет
7050;R02 Domini (Домини);;1,5064E+11;Факт. адрес;Райымбека 481а, БЦ Эталон  6 этаж 3 офис;Нет
7051;R02 Domini (Домини);;1,5064E+11;Факт. адрес 61;Бекмаханова 98;Нет
7052;R02 Domini (Домини);;1,5064E+11;Факт. адрес 62;Суюнбая 420;Нет
7053;R02 Domini (Домини);;1,5064E+11;Evernote;evernote:///view/108115222/s588/08c64b32-1b10-46d5-afb0-cc061fe0ba2d/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7054;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Рабочий телефон;+7 (727) 352-74-77;Нет
7055;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Рабочий е-mail;info@thyssenkrupp-industrial-solutions-kazakhstan.com;Нет
7056;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Факт. адрес 2;: г. Алматы, ул.Рубинштейна 48, 5 этаж;Нет
7057;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Юр. адрес;: г. Алматы, ул. Луганского 139;Нет
7058;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Факт. адрес;Алматы, ул. Толстого, дом № 13\5, квартира 15;Нет
7059;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Факт. адрес 13;г. Алматы, ул. Толстого 13/5, квартира 15;Нет
7060;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Факт. адрес 14;Казыбек би, дом № 97, квартира 21;Нет
7061;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Факт. адрес 15;г.Экибастуз Кунаева 17.;Нет
7062;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Факт. адрес 16;Алматы, Тимерязева 85.уг ул Жарокова;Нет
7063;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Факт. адрес 17;Гоголя 142 кв 7;Нет
7064;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Факт. адрес 18;Муканова, 245 Алси Центр;Нет
7065;R02 FLSmidth Industrial Solutions Kazakhstan ТОО (Тиссенкрупп Индастриал Солюшенс Казахстан);;1,2124E+11;Evernote;evernote:///view/172027471/s588/283f68f7-ef83-4d36-961d-783bde1c19d6/283f68f7-ef83-4d36-961d-783bde1c19d6/98ebd51b-9e2f-4548-af36-8b5ab876b8a5;Нет
7066;R02 IC Development Production (IC-Group Service, айси групп сервис, айси девелопмент ай си IC ic group);;50740015428;Телефон контрагента 2;+7 (727) 2250506;Нет
7067;R02 IC Development Production (IC-Group Service, айси групп сервис, айси девелопмент ай си IC ic group);;50740015428;Рабочий е-mail;office@ic-group.kz;Нет
7068;R02 IC Development Production (IC-Group Service, айси групп сервис, айси девелопмент ай си IC ic group);;50740015428;Факт. адрес;ул. Натарова, 12, Алматы 050000;Нет
7069;R02 IC Development Production (IC-Group Service, айси групп сервис, айси девелопмент ай си IC ic group);;50740015428;Факт. адрес 81;Г. Алматы Гёта 175б;Нет
7070;R02 IC Development Production (IC-Group Service, айси групп сервис, айси девелопмент ай си IC ic group);;50740015428;Факт. адрес 82;Наурызбай Батыра 70;Нет
7071;R02 IC Development Production (IC-Group Service, айси групп сервис, айси девелопмент ай си IC ic group);;50740015428;Факт. адрес 83;Жетысу-4, дом 15;Нет
7072;R02 IC Development Production (IC-Group Service, айси групп сервис, айси девелопмент ай си IC ic group);;50740015428;Evernote;evernote:///view/149516922/s588/c3728fff-adb3-4b93-a30d-9feb110497c5/c3728fff-adb3-4b93-a30d-9feb110497c5/be43da11-8531-496f-bde6-d22fa025be39;Нет
7073;R02 IC Development Production (IC-Group Service, айси групп сервис, айси девелопмент ай си IC ic group);;50740015428;Сайт;https://ic-group.kz/;Нет
7074;R02 Idea-Market;;1,0034E+11;Рабочий телефон;+7 (701) 2287211;Нет
7075;R02 Idea-Market;;1,0034E+11;Факт. адрес;РК, 050008, г. Алматы, ул. Мынбаева 43;Нет
7076;R02 KAZIMPEX AIR EXPEDITION (казимплекс эйр экспедишн);;;Факт. адрес;Самал 2, дом 58, кв. 58 (Блок Г);Нет
7077;R02 KazPetroleumTechnologies (КазПетролиумТехнолодж, Семкаскад);;60440012365;Рабочий телефон;+7 (727) 3452727;Нет
7078;R02 KazPetroleumTechnologies (КазПетролиумТехнолодж, Семкаскад);;60440012365;Телефон контрагента 3;+7 (727) 3452211;Нет
7079;R02 KazPetroleumTechnologies (КазПетролиумТехнолодж, Семкаскад);;60440012365;Рабочий е-mail;info@kazpetrotech.kz;Нет
7080;R02 KazPetroleumTechnologies (КазПетролиумТехнолодж, Семкаскад);;60440012365;Факт. адрес;Гагарина 258 В, 4 этаж, 409 каб;Нет
7081;R02 KazPetroleumTechnologies (КазПетролиумТехнолодж, Семкаскад);;60440012365;Evernote;evernote:///view/108115222/s588/766ef4a5-d306-4769-afbd-94991e969a71/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7082;R02 Komek Asia Group (Комек Азия);;540014980;Факт. адрес;улица Басбатыр, 4    2 этаж;Нет
7083;R02 Konsel;;;Телефон контрагента 2;+7 (707) 2723432;Нет
7084;R02 Konsel;;;Факт. адрес;Рыскулова 232/2;Нет
7085;R02 Live Auto;;1,0101E+11;Рабочий телефон;+7 (707) 8125658;Нет
7086;R02 Live Auto;;1,0101E+11;Факт. адрес;Алматы, Макатаева, дом № 45, офис 15;Нет
7087;R02 LoveTea;;2,0074E+11;Рабочий телефон;+7 (775) 6399863;Нет
7088;R02 LoveTea;;2,0074E+11;Факт. адрес;Алматы, Проспект ЖИБЕК ЖОЛЫ, дом 106;Нет
7089;R02 Nadom.kz(надом, на дом, na dom);;;Рабочий телефон;+7 (775) 5296316;Нет
7090;"R02 Nova East Pharm Kazakhstan (Нова ист фарм Казахстан sonafarm) Представительство ООО ""Сона-Фарм"" ";;1,6024E+11;Телефон контрагента 2;+7 (727) 2507174;Нет
7091;"R02 Nova East Pharm Kazakhstan (Нова ист фарм Казахстан sonafarm) Представительство ООО ""Сона-Фарм"" ";;1,6024E+11;Телефон контрагента 3;+7 (727) 2446924;Нет
7092;"R02 Nova East Pharm Kazakhstan (Нова ист фарм Казахстан sonafarm) Представительство ООО ""Сона-Фарм"" ";;1,6024E+11;Рабочий е-mail;2507174@mail.ru;Нет
7093;"R02 Nova East Pharm Kazakhstan (Нова ист фарм Казахстан sonafarm) Представительство ООО ""Сона-Фарм"" ";;1,6024E+11;Факт. адрес;Панфилова 98 Б/Ц Олд Сквер. 8эт. офис 813;Нет
7094;"R02 Nova East Pharm Kazakhstan (Нова ист фарм Казахстан sonafarm) Представительство ООО ""Сона-Фарм"" ";;1,6024E+11;Факт. адрес 1;Алматы, Муратбаева, дом № 23;Нет
7095;"R02 Nova East Pharm Kazakhstan (Нова ист фарм Казахстан sonafarm) Представительство ООО ""Сона-Фарм"" ";;1,6024E+11;Факт. адрес 62;Алматы, Сатпаева, дом № 30 А, корпус 1, квартира 54;Нет
7096;"R02 Nova East Pharm Kazakhstan (Нова ист фарм Казахстан sonafarm) Представительство ООО ""Сона-Фарм"" ";;1,6024E+11;Evernote;evernote:///view/108115222/s588/cd7ee5d4-13b8-49a3-b41b-2097ae60d6f1/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7097;"R02 Nova East Pharm Kazakhstan (Нова ист фарм Казахстан sonafarm) Представительство ООО ""Сона-Фарм"" ";;1,6024E+11;Факт. адрес 63;Промзона 235 б;Нет
7098;R02 Paknar Company;;30740006297;Рабочий телефон;+7 (701) 0697770;Нет
7099;R02 Paknar Company;;30740006297;Рабочий е-mail;paknar@mail.ru;Нет
7100;R02 Ravago Chemicals Kazakhstan (Раваго Чемикалс Казахстан, Реваго, Revago);;1,5074E+11;Рабочий телефон;+7 (727) 3449682;Нет
7101;R02 Ravago Chemicals Kazakhstan (Раваго Чемикалс Казахстан, Реваго, Revago);;1,5074E+11;Телефон контрагента 3;;Нет
7102;R02 Ravago Chemicals Kazakhstan (Раваго Чемикалс Казахстан, Реваго, Revago);;1,5074E+11;Рабочий е-mail;madina.kissykova@ravagochemicals.ru;Нет
7103;R02 Ravago Chemicals Kazakhstan (Раваго Чемикалс Казахстан, Реваго, Revago);;1,5074E+11;Факт. адрес;050009, г. Алматы, пр. Абая 155, оф. 14 эт 4;Нет
7104;R02 Ravago Chemicals Kazakhstan (Раваго Чемикалс Казахстан, Реваго, Revago);;1,5074E+11;Evernote;evernote:///view/108115222/s588/9fcade28-6a25-464f-ba0b-2615e744fa7a/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7105;R02 Rikkaz;;;Факт. адрес;г. Алмата, Шорманова 4А, мкр Акболак;Нет
7106;R02 Test;Исключаемые из обмена;1,42457E+11;;;Нет
7107;"R02 TOO ""ЛинкМастер Казахстан"" (LinkMaster, master link, linc, link)";;1,3084E+11;Рабочий телефон;+7 (727) 3901870;Нет
7108;"R02 TOO ""ЛинкМастер Казахстан"" (LinkMaster, master link, linc, link)";;1,3084E+11;Email для уведомлений (дополн.);110@linkmaster.kz;Нет
7109;"R02 TOO ""ЛинкМастер Казахстан"" (LinkMaster, master link, linc, link)";;1,3084E+11;Рабочий е-mail;info@linkmaster.kz;Нет
7110;"R02 TOO ""ЛинкМастер Казахстан"" (LinkMaster, master link, linc, link)";;1,3084E+11;Факт. адрес 1;Микрорайон Мамыр 4, 117/6, Алматы, Мамыр 4 - тут часть офиса временная(отдел продаж);Нет
7111;"R02 TOO ""ЛинкМастер Казахстан"" (LinkMaster, master link, linc, link)";;1,3084E+11;Факт. адрес;мкр. Таугуль 3, дом 69 (Дауылбаева 69) - (старый офис)СЕРВЕРА ТУТ!!;Нет
7112;"R02 TOO ""ЛинкМастер Казахстан"" (LinkMaster, master link, linc, link)";;1,3084E+11;Факт. адрес 82;Микрорайон Куаныш, 17/4;Нет
7113;"R02 TOO ""ЛинкМастер Казахстан"" (LinkMaster, master link, linc, link)";;1,3084E+11;Evernote;evernote:///view/172027471/s588/1083ad94-d9ae-4bf0-a15b-6a1ac7f2340c/1083ad94-d9ae-4bf0-a15b-6a1ac7f2340c/98ebd51b-9e2f-4548-af36-8b5ab876b8a5;Нет
7114;"R02 TOO ""ЛинкМастер Казахстан"" (LinkMaster, master link, linc, link)";;1,3084E+11;Сайт;www.linkmaster.kz;Нет
7115;R02 TOO HOME;;;;;Да
7116;R02 VIVA (SK Вива);;91040017647;Рабочий телефон;+7 (727) 2936386;Нет
7117;R02 VIVA (SK Вива);;91040017647;Рабочий е-mail;ck_viva@mail.ru;Нет
7118;R02 VIVA (SK Вива);;91040017647;Юр. адрес;г. Алматы, Жетысу-2, д. 80 помещение 152;Нет
7119;R02 VIVA (SK Вива);;91040017647;Факт. адрес;Садовый бульвар 1А (Джандосова Яссауи) 2 этаж 18 кб;Нет
7120;R02 VIVA (SK Вива);;91040017647;Evernote;evernote:///view/108115222/s588/c72a2765-38e3-403a-b28e-9fd15925d892/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7121;R02 W.AC. construction (Шанс, WAC construction, вак констракшн);;1,4124E+11;Рабочий телефон;+7 (701) 5862180;Нет
7122;R02 W.AC. construction (Шанс, WAC construction, вак констракшн);;1,4124E+11;Рабочий е-mail;shansekz@yandex.ru;Нет
7123;R02 W.AC. construction (Шанс, WAC construction, вак констракшн);;1,4124E+11;Факт. адрес;г.Алматы, ул. Утепова, дом № 11 А;Нет
7124;R02 W.AC. construction (Шанс, WAC construction, вак констракшн);;1,4124E+11;Evernote;evernote:///view/46146659/s117/d21cd560-00a0-4305-9f45-16c7981aa88b/d21cd560-00a0-4305-9f45-16c7981aa88b/b75e83e1-cf40-46f7-8398-aece7a489a87;Нет
7125;R02 Азия К;;;;;Нет
7126;R02 Альфа Лаваль Поток (Alfalaval);;60342013192;Телефон контрагента 2;+7 (727) 3111369;Нет
7127;R02 Альфа Лаваль Поток (Alfalaval);;60342013192;Телефон контрагента 3;+7 (727) 3111368;Нет
7128;R02 Альфа Лаваль Поток (Alfalaval);;60342013192;Факс контрагента;+7 (727) 311-13-66;Нет
7129;R02 Альфа Лаваль Поток (Alfalaval);;60342013192;Рабочий телефон;+7 (727) 311-13-67;Нет
7130;R02 Альфа Лаваль Поток (Alfalaval);;60342013192;Рабочий е-mail;zarina.bordakova@alfalaval.com;Нет
7131;R02 Альфа Лаваль Поток (Alfalaval);;60342013192;Факт. адрес;"Алматы, проспект Достык, Б/Ц ""Форум"", 5 эт., каб. 507-508";Нет
7132;R02 Альфа Лаваль Поток (Alfalaval);;60342013192;Юр. адрес;"Алматы, проспект Достык, Б/Ц ""Форум"", 5 эт., каб. 507-508";Нет
7133;R02 Альфа Лаваль Поток (Alfalaval);;60342013192;Факт. адрес 1;Алматы, Бузурбаева, дом № 21, квартира 30;Нет
7134;R02 Альфа Лаваль Поток (Alfalaval);;60342013192;Сайт;http://local.alfalaval.com/ru;Нет
7135;R02 Альфа Лаваль Поток (Alfalaval);;60342013192;Evernote;evernote:///view/108115222/s588/85845f0e-f66d-43a5-a022-3ace68658e71/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7136;R02 АО «Мойнакская ГЭС» Самрук Энерджи;;;Факт. адрес;Алматинская обл., Кегенский район, Жылысайский с/о., село;Нет
;;;;;;
7137;R02 АО БатысТранзит;;51140000619;Рабочий телефон;+7 (727) 3756414;Нет
7138;R02 АО БатысТранзит;;51140000619;Факт. адрес;Алматы, ул. Шевченко, 162/7, 4й этаж (старый адрес);Нет
7139;R02 АО БатысТранзит;;51140000619;Факт. адрес 61;Алматы, Абая 218/1 (новый адрес);Нет
7140;R02 АО БатысТранзит;;51140000619;Evernote;evernote:///view/108115222/s588/00310c45-de50-42bb-be93-b94eeddd75eb/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7141;R02 Ба Ту travel компаниясы ( Бату );;21040000560;Рабочий телефон;3646590;Нет
7142;R02 Ба Ту travel компаниясы ( Бату );;21040000560;Рабочий е-mail;batutravel@mail.ru;Нет
7143;R02 Ба Ту travel компаниясы ( Бату );;21040000560;Факт. адрес;мкр Коккайнар, ул А.Мамбетова- 1/67;Нет
7144;R02 Ба Ту travel компаниясы ( Бату );;21040000560;Факт. адрес 1;г.Алматы мкр. Баганашил Типовой городок SunTown. Алмалы д.27;Нет
7145;R02 Ба Ту travel компаниясы ( Бату );;21040000560;Evernote;evernote:///view/108115222/s588/617bde97-c75f-4b56-83f1-bbe5680a3f27/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7146;R02 Бизнес GROSS центр;;;Рабочий телефон;+7 (700) 2021130;Да
7147;R02 Бизнес GROSS центр;;;Факт. адрес;Алматы, бизнесс центр Фортис 4 этаж 41 офис Ходжанова 2/2;Да
7148;R02 БИОСТАР АЗИЯ;;1,6084E+11;Факт. адрес;г.Алматы, Ауэзовский район, пр.Райымбека, д.496 А;Нет
7149;R02 Благохаляль;;;Телефон контрагента 2;+7 (707) 8989899;Нет
7150;R02 Благохаляль;;;Факт. адрес;г. Алматы, ул. Иманбурлык 70/8;Нет
7151;R02 Бренд сале (brand sale, брен сэил, brend, брэнд, сейл) не путать с разделение хатбера, это отдельная компания, абоненты;;90140006385;Телефон контрагента 5;+7 (727) 3004429;Нет
7152;R02 Бренд сале (brand sale, брен сэил, brend, брэнд, сейл) не путать с разделение хатбера, это отдельная компания, абоненты;;90140006385;Рабочий телефон;+7 (727) 3004492;Нет
7153;R02 Бренд сале (brand sale, брен сэил, brend, брэнд, сейл) не путать с разделение хатбера, это отдельная компания, абоненты;;90140006385;Телефон контрагента 2;+7 (727) 3004419;Нет
7154;R02 Бренд сале (brand sale, брен сэил, brend, брэнд, сейл) не путать с разделение хатбера, это отдельная компания, абоненты;;90140006385;Телефон контрагента 3;+7 (727) 3004418;Нет
7155;R02 Бренд сале (brand sale, брен сэил, brend, брэнд, сейл) не путать с разделение хатбера, это отдельная компания, абоненты;;90140006385;Телефон контрагента 4;(727) 3004493;Нет
7156;R02 Бренд сале (brand sale, брен сэил, brend, брэнд, сейл) не путать с разделение хатбера, это отдельная компания, абоненты;;90140006385;Рабочий е-mail;brend_sale@mail.ru;Нет
7157;R02 Бренд сале (brand sale, брен сэил, brend, брэнд, сейл) не путать с разделение хатбера, это отдельная компания, абоненты;;90140006385;Факт. адрес;ул.Маметова 404, уг.ул. Сейфулина, 2 этаж 304а офис;Нет
7158;R02 Бренд сале (brand sale, брен сэил, brend, брэнд, сейл) не путать с разделение хатбера, это отдельная компания, абоненты;;90140006385;Факт. адрес 61;Алматы, ул.Гагарина, дом № 132, квартира 123;Нет
7159;R02 Бренд сале (brand sale, брен сэил, brend, брэнд, сейл) не путать с разделение хатбера, это отдельная компания, абоненты;;90140006385;Сайт;http://www.bs-buro.kz/;Нет
7160;R02 Бренд сале (brand sale, брен сэил, brend, брэнд, сейл) не путать с разделение хатбера, это отдельная компания, абоненты;;90140006385;Evernote;evernote:///view/108115222/s588/44bca451-61eb-4496-8a2c-40a9528cebfb/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7161;R02 Бренд сале (brand sale, брен сэил, brend, брэнд, сейл) не путать с разделение хатбера, это отдельная компания, абоненты;;90140006385;Факт. адрес 62;Алматы, Таугуль 2, д 27, кв 20;Нет
7162;R02 Бухгалтерская Компания «ПрофУчет»;;1,7034E+11;Рабочий телефон;+7 (727) 2650187;Нет
7163;R02 Бухгалтерская Компания «ПрофУчет»;;1,7034E+11;Рабочий е-mail;prof_uchet@bk.ru;Нет
7164;R02 Бухгалтерская Компания «ПрофУчет»;;1,7034E+11;Факт. адрес;Райымбека 348\4 офис 401\3;Нет
7165;R02 Бухгалтерская Компания «ПрофУчет»;;1,7034E+11;Evernote;evernote:///view/108115222/s588/ffa89f32-4ebc-42a1-9d38-fedb34552ee9/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7166;R02 Валерий;;9,40818E+11;Моб. телефон частного лица;+7 (705) 2768681;Нет
7167;R02 Валерий;;9,40818E+11;Рабочий е-mail;89060116607@mail.ru;Нет
7168;R02 Виста системс;;;Факт. адрес;Байзак, 217 кабинет;Нет
7169;R02 Дарис (Daris TTE);;9,3054E+11;Телефон контрагента 2;+7 (727) 2734013;Нет
7170;R02 Дарис (Daris TTE);;9,3054E+11;Рабочий телефон;+7 (727) 2732750;Нет
7171;R02 Дарис (Daris TTE);;9,3054E+11;Рабочий е-mail;info@daris-tte.kz;Нет
7172;R02 Дарис (Daris TTE);;9,3054E+11;Факт. адрес;Республика Казахстан г. Алматы ул Тулебаева 8 (Въезд по тулебаева до конца, ниже маметова, бесплатная парковка на территории);Нет
7173;R02 Дарис (Daris TTE);;9,3054E+11;Evernote;evernote:///view/108115222/s588/058fd861-4601-4cff-a28a-0d285581dc36/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7174;R02 ИмплаМаркет;;1200011337;Рабочий е-mail;implamarket@mail.ru;Нет
7175;R02 ИмплаМаркет;;1200011337;Факт. адрес;г. Алматы ул. Абая 52В 327 офис;Нет
7176;R02 ИП «Ан В.Г».(Ресторан у Афанасича);;7,60714E+11;Телефон контрагента 2;+7 (727) 3873622;Нет
7177;R02 ИП «Ан В.Г».(Ресторан у Афанасича);;7,60714E+11;Рабочий телефон;+7 (727) 3870256;Нет
7178;R02 ИП «Ан В.Г».(Ресторан у Афанасича);;7,60714E+11;Рабочий е-mail;u_afanasicha@mail.ru;Нет
7179;R02 ИП «Ан В.Г».(Ресторан у Афанасича);;7,60714E+11;Факт. адрес;Достык д.123/8;Нет
7180;R02 ИП «Ан В.Г».(Ресторан у Афанасича);;7,60714E+11;Evernote;evernote:///view/108115222/s588/5bfbb9cd-0a56-4d75-97f3-1b87a23561af/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7181;R02 ИП «Кокишев Т.К.» (Только обслуживание IP АТС);;771101300;Факт. адрес;г. Алматы, мкр. 8, д.87 «А», кв. 65;Нет
7182;R02 ИП «Кокишев Т.К.» (Только обслуживание IP АТС);;771101300;Evernote;evernote:///view/149516922/s588/8ac81e99-2e6f-3aab-6555-2628aae1ba1a/8ac81e99-2e6f-3aab-6555-2628aae1ba1a/be43da11-8531-496f-bde6-d22fa025be39;Нет
7183;R02 ИП «Конакбаева А.С.UINTESSENCE, Клиника персональной медицины, Кванта сенс, квантасенс»;;2,2034E+11;Телефон контрагента 3;+7 (708) 1100236;Нет
7184;R02 ИП «Конакбаева А.С.UINTESSENCE, Клиника персональной медицины, Кванта сенс, квантасенс»;;2,2034E+11;Телефон контрагента 2;+7 (747) 5072088;Нет
7185;R02 ИП «Конакбаева А.С.UINTESSENCE, Клиника персональной медицины, Кванта сенс, квантасенс»;;2,2034E+11;Рабочий телефон;+7 (747) 1103635;Нет
7186;R02 ИП «Конакбаева А.С.UINTESSENCE, Клиника персональной медицины, Кванта сенс, квантасенс»;;2,2034E+11;Рабочий е-mail;qealmaty@gmail.com;Нет
